MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20120529,CA,15.89,84.11,58.89,22.6,0,0,5/29/12,6/4/12,1
20120522,CA,15.89,84.11,58.89,22.6,0,0,5/22/12,5/28/12,1
20120515,CA,15.89,84.11,58.89,22.6,0,0,5/15/12,5/21/12,1
20120508,CA,15.89,84.11,58.89,21.14,0,0,5/8/12,5/14/12,1
20120501,CA,15.84,84.16,58.97,21.14,0,0,5/1/12,5/7/12,1
20120424,CA,15.84,84.16,60.23,22.87,0,0,4/24/12,4/30/12,1
20120417,CA,15.84,84.16,60.23,26.35,0,0,4/17/12,4/23/12,1
20120410,CA,4.89,95.11,81.47,49,0,0,4/10/12,4/16/12,1
20120403,CA,3.54,96.46,82.01,46.25,0,0,4/3/12,4/9/12,1
20120327,CA,2.22,97.78,89.61,46.25,0,0,3/27/12,4/2/12,1
20120320,CA,2.22,97.78,89.61,40.14,0,0,3/20/12,3/26/12,1
20120313,CA,0.11,99.89,90.14,45.73,0,0,3/13/12,3/19/12,1
20120306,CA,4.39,95.61,75.24,16.02,0,0,3/6/12,3/12/12,1
20120228,CA,4.39,95.61,72.09,16.02,0,0,2/28/12,3/5/12,1
20120221,CA,4.77,95.23,67.76,5.06,0,0,2/21/12,2/27/12,1
20120214,CA,10.37,89.63,59.06,0,0,0,2/14/12,2/20/12,1
20120207,CA,10.37,89.63,59.06,0,0,0,2/7/12,2/13/12,1
20120131,CA,11.09,88.91,57.33,0,0,0,1/31/12,2/6/12,1
20120124,CA,19.12,80.88,41.23,0,0,0,1/24/12,1/30/12,1
20120117,CA,18.74,81.26,46.34,3.1,0,0,1/17/12,1/23/12,1
20120110,CA,19.1,80.9,46.34,3.1,0,0,1/10/12,1/16/12,1
20120103,CA,29.91,70.09,46.34,0,0,0,1/3/12,1/9/12,1
20111227,CA,33.91,66.09,5.41,0,0,0,12/27/11,1/2/12,1
20111220,CA,71.58,28.42,0,0,0,0,12/20/11,12/26/11,1
20111213,CA,74.32,25.68,0,0,0,0,12/13/11,12/19/11,1
20111206,CA,82.53,17.47,0,0,0,0,12/6/11,12/12/11,1
20111129,CA,88.32,11.68,0,0,0,0,11/29/11,12/5/11,1
20111122,CA,88.42,11.58,0,0,0,0,11/22/11,11/28/11,1
20111115,CA,88.42,11.58,0,0,0,0,11/15/11,11/21/11,1
20111108,CA,88.51,11.49,0,0,0,0,11/8/11,11/14/11,1
20111101,CA,89.22,10.78,0,0,0,0,11/1/11,11/7/11,1
20111025,CA,89.25,10.75,0,0,0,0,10/25/11,10/31/11,1
20111018,CA,89.25,10.75,0,0,0,0,10/18/11,10/24/11,1
20111011,CA,89.25,10.75,0,0,0,0,10/11/11,10/17/11,1
20111004,CA,89.25,10.75,0,0,0,0,10/4/11,10/10/11,1
20110927,CA,89.14,10.86,0,0,0,0,9/27/11,10/3/11,1
20110920,CA,89.14,10.86,0,0,0,0,9/20/11,9/26/11,1
20110913,CA,87.36,12.64,0,0,0,0,9/13/11,9/19/11,1
20110906,CA,87.55,12.45,0,0,0,0,9/6/11,9/12/11,1
20110830,CA,92.14,7.86,0,0,0,0,8/30/11,9/5/11,1
20110823,CA,92.12,7.88,0,0,0,0,8/23/11,8/29/11,1
20110816,CA,92.12,7.88,0,0,0,0,8/16/11,8/22/11,1
20110809,CA,85.34,14.66,0,0,0,0,8/9/11,8/15/11,1
20110802,CA,85.34,14.66,0,0,0,0,8/2/11,8/8/11,1
20110726,CA,85.34,14.66,0,0,0,0,7/26/11,8/1/11,1
20110719,CA,85.34,14.66,0,0,0,0,7/19/11,7/25/11,1
20110712,CA,87.87,12.13,0,0,0,0,7/12/11,7/18/11,1
20110705,CA,87.71,12.29,0,0,0,0,7/5/11,7/11/11,1
20110628,CA,87.71,12.29,0,0,0,0,6/28/11,7/4/11,1
20110621,CA,99.99,0.01,0,0,0,0,6/21/11,6/27/11,1
20110614,CA,99.99,0.01,0,0,0,0,6/14/11,6/20/11,1
20110607,CA,99.99,0.01,0,0,0,0,6/7/11,6/13/11,1
20110531,CA,99.99,0.01,0,0,0,0,5/31/11,6/6/11,1
20110524,CA,99.99,0.01,0,0,0,0,5/24/11,5/30/11,1
20110517,CA,99.99,0.01,0,0,0,0,5/17/11,5/23/11,1
20110510,CA,99.99,0.01,0,0,0,0,5/10/11,5/16/11,1
20110503,CA,99.99,0.01,0,0,0,0,5/3/11,5/9/11,1
20110426,CA,99.99,0.01,0,0,0,0,4/26/11,5/2/11,1
20110419,CA,99.99,0.01,0,0,0,0,4/19/11,4/25/11,1
20110412,CA,99.99,0.01,0,0,0,0,4/12/11,4/18/11,1
20110405,CA,99.99,0.01,0,0,0,0,4/5/11,4/11/11,1
20110329,CA,99.94,0.06,0,0,0,0,3/29/11,4/4/11,1
20110322,CA,96.87,3.13,0,0,0,0,3/22/11,3/28/11,1
20110315,CA,94.2,5.8,0,0,0,0,3/15/11,3/21/11,1
20110308,CA,94.2,5.8,0,0,0,0,3/8/11,3/14/11,1
20110301,CA,99.94,0.06,0,0,0,0,3/1/11,3/7/11,1
20110222,CA,99.94,0.06,0,0,0,0,2/22/11,2/28/11,1
20110215,CA,77.34,22.66,0,0,0,0,2/15/11,2/21/11,1
20110208,CA,77.34,22.66,0,0,0,0,2/8/11,2/14/11,1
20110201,CA,99.94,0.06,0,0,0,0,2/1/11,2/7/11,1
20110125,CA,99.94,0.06,0,0,0,0,1/25/11,1/31/11,1
20110118,CA,99.94,0.06,0,0,0,0,1/18/11,1/24/11,1
20110111,CA,99.93,0.07,0,0,0,0,1/11/11,1/17/11,1
20110104,CA,98.62,1.38,0,0,0,0,1/4/11,1/10/11,1
20101228,CA,98.62,1.38,0,0,0,0,12/28/10,1/3/11,1
20101221,CA,94.86,5.14,0,0,0,0,12/21/10,12/27/10,1
20101214,CA,79.56,20.44,1.25,0,0,0,12/14/10,12/20/10,1
20101207,CA,78.93,21.07,2.14,0,0,0,12/7/10,12/13/10,1
20101130,CA,81.67,18.33,2.41,0,0,0,11/30/10,12/6/10,1
20101123,CA,90.14,9.86,2.41,0,0,0,11/23/10,11/29/10,1
20101116,CA,90.14,9.86,4.62,0.19,0,0,11/16/10,11/22/10,1
20101109,CA,90.14,9.86,4.62,0.19,0,0,11/9/10,11/15/10,1
20101102,CA,90.14,9.86,4.62,0.19,0,0,11/2/10,11/8/10,1
20101026,CA,90.14,9.86,4.62,0.19,0,0,10/26/10,11/1/10,1
20101019,CA,88.08,11.92,6.07,0.24,0,0,10/19/10,10/25/10,1
20101012,CA,88.08,11.92,6.07,0.24,0,0,10/12/10,10/18/10,1
20101005,CA,85.44,14.56,8.08,0.24,0,0,10/5/10,10/11/10,1
20100928,CA,85.44,14.56,8.08,0.24,0,0,9/28/10,10/4/10,1
20100921,CA,85.44,14.56,8.08,0.24,0,0,9/21/10,9/27/10,1
20100914,CA,85.44,14.56,8.08,0.24,0,0,9/14/10,9/20/10,1
20100907,CA,85.44,14.56,8.08,0.24,0,0,9/7/10,9/13/10,1
20100831,CA,85.44,14.56,8.08,0.24,0,0,8/31/10,9/6/10,1
20100824,CA,85.44,14.56,8.08,0.24,0,0,8/24/10,8/30/10,1
20100817,CA,85.44,14.56,8.08,0.24,0,0,8/17/10,8/23/10,1
20100810,CA,85.44,14.56,8.08,0.24,0,0,8/10/10,8/16/10,1
20100803,CA,85.44,14.56,8.08,0.24,0,0,8/3/10,8/9/10,1
20100727,CA,87.46,12.54,8.08,0.24,0,0,7/27/10,8/2/10,1
20100720,CA,87.79,12.21,8.08,0.24,0,0,7/20/10,7/26/10,1
20100713,CA,87.97,12.03,8.08,0.24,0,0,7/13/10,7/19/10,1
20100706,CA,87.97,12.03,8.08,0.24,0,0,7/6/10,7/12/10,1
20100629,CA,87.97,12.03,8.08,0.24,0,0,6/29/10,7/5/10,1
20100622,CA,87.97,12.03,8.08,0.24,0,0,6/22/10,6/28/10,1
20100615,CA,87.97,12.03,8.08,0.24,0,0,6/15/10,6/21/10,1
20100608,CA,87.97,12.03,8.08,5.97,0,0,6/8/10,6/14/10,1
20100601,CA,87.02,12.98,8.08,5.97,0,0,6/1/10,6/7/10,1
20100525,CA,87.02,12.98,8.08,5.97,0,0,5/25/10,5/31/10,1
20100518,CA,81.3,18.7,8.58,6.96,0,0,5/18/10,5/24/10,1
20100511,CA,72.69,27.31,9.13,7.09,0,0,5/11/10,5/17/10,1
20100504,CA,72.82,27.18,9.89,7.1,0,0,5/4/10,5/10/10,1
20100427,CA,72.82,27.18,9.89,7.1,0,0,4/27/10,5/3/10,1
20100420,CA,67.61,32.39,9.89,7.1,0,0,4/20/10,4/26/10,1
20100413,CA,67.76,32.24,9.89,7.1,0,0,4/13/10,4/19/10,1
20100406,CA,63.21,36.79,9.89,7.1,0,0,4/6/10,4/12/10,1
20100330,CA,63.24,36.76,9.91,7.1,0,0,3/30/10,4/5/10,1
20100323,CA,64.29,35.71,9.91,7.1,0,0,3/23/10,3/29/10,1
20100316,CA,66.08,33.92,10.14,6.75,0,0,3/16/10,3/22/10,1
20100309,CA,66.67,33.33,10.91,5.88,0,0,3/9/10,3/15/10,1
20100302,CA,64.59,35.41,10.72,4.28,0,0,3/2/10,3/8/10,1
20100223,CA,64.59,35.41,10.72,4.28,0,0,2/23/10,3/1/10,1
20100216,CA,64.05,35.95,10.98,4.28,0,0,2/16/10,2/22/10,1
20100209,CA,44.32,55.68,10.98,2.19,0,0,2/9/10,2/15/10,1
20100202,CA,43.19,56.81,18.75,2.19,0,0,2/2/10,2/8/10,1
20100126,CA,42.61,57.39,19.41,2.19,0,0,1/26/10,2/1/10,1
20100119,CA,7.94,92.06,63.2,13.98,0,0,1/19/10,1/25/10,1
20100112,CA,6.56,93.44,72.94,21.22,0,0,1/12/10,1/18/10,1
20100105,CA,6.56,93.44,72.75,9.04,0,0,1/5/10,1/11/10,1
20091229,CA,6.56,93.44,72.16,9.24,0,0,12/29/09,1/4/10,1
20091222,CA,6.56,93.44,72.16,9.24,0,0,12/22/09,12/28/09,1
20091215,CA,6.56,93.44,72.16,9.24,0,0,12/15/09,12/21/09,1
20091208,CA,7.72,92.28,74.05,17.26,0,0,12/8/09,12/14/09,1
20091201,CA,7.72,92.28,74.05,17.26,0,0,12/1/09,12/7/09,1
20091124,CA,8.4,91.6,73.62,17.26,0,0,11/24/09,11/30/09,1
20091117,CA,7.59,92.41,77.32,17.7,0,0,11/17/09,11/23/09,1
20091110,CA,7.59,92.41,77.32,17.7,0,0,11/10/09,11/16/09,1
20091103,CA,7.59,92.41,77.35,17.7,0,0,11/3/09,11/9/09,1
20091027,CA,9.09,90.91,62.51,17.7,0,0,10/27/09,11/2/09,1
20091020,CA,10.59,89.41,61.23,17.7,0,0,10/20/09,10/26/09,1
20091013,CA,0,100,73.44,45.82,0,0,10/13/09,10/19/09,1
20091006,CA,0,100,73.44,45.82,0,0,10/6/09,10/12/09,1
20090929,CA,0,100,73.44,45.82,0,0,9/29/09,10/5/09,1
20090922,CA,0,100,73.44,45.82,0,0,9/22/09,9/28/09,1
20090915,CA,0,100,73.44,45.82,0,0,9/15/09,9/21/09,1
20090908,CA,0,100,73.44,45.82,0,0,9/8/09,9/14/09,1
20090901,CA,0,100,73.44,45.82,0,0,9/1/09,9/7/09,1
20090825,CA,0.02,99.98,72.86,42.8,0,0,8/25/09,8/31/09,1
20090818,CA,0.02,99.98,72.86,42.8,0,0,8/18/09,8/24/09,1
20090811,CA,0.8,99.2,72.86,42.8,0,0,8/11/09,8/17/09,1
20090804,CA,0.78,99.22,72.86,44.26,0,0,8/4/09,8/10/09,1
20090728,CA,2.47,97.53,72.86,44.26,0,0,7/28/09,8/3/09,1
20090721,CA,2.47,97.53,72.86,44.26,0,0,7/21/09,7/27/09,1
20090714,CA,2.47,97.53,72.86,44.26,0,0,7/14/09,7/20/09,1
20090707,CA,2.47,97.53,72.86,44.26,0,0,7/7/09,7/13/09,1
20090630,CA,2.86,97.14,72.01,44.26,0,0,6/30/09,7/6/09,1
20090623,CA,2.86,97.14,72.01,44.26,0,0,6/23/09,6/29/09,1
20090616,CA,2.81,97.19,72.01,44.26,0,0,6/16/09,6/22/09,1
20090609,CA,2.72,97.28,72,44.26,0,0,6/9/09,6/15/09,1
20090602,CA,2.72,97.28,72.32,44.25,0,0,6/2/09,6/8/09,1
20090526,CA,3.62,96.38,72.11,35.29,0,0,5/26/09,6/1/09,1
20090519,CA,3.62,96.38,72.11,35.29,0,0,5/19/09,5/25/09,1
20090512,CA,3.65,96.35,72.11,35.29,0,0,5/12/09,5/18/09,1
20090505,CA,3.65,96.35,72.11,35.29,0,0,5/5/09,5/11/09,1
20090428,CA,3.65,96.35,73,38.81,0,0,4/28/09,5/4/09,1
20090421,CA,3.65,96.35,73,38.81,0,0,4/21/09,4/27/09,1
20090414,CA,5.15,94.85,62.69,35.49,0,0,4/14/09,4/20/09,1
20090407,CA,5.15,94.85,62.69,35.49,0,0,4/7/09,4/13/09,1
20090331,CA,5.15,94.85,63.83,22.53,0,0,3/31/09,4/6/09,1
20090324,CA,5.15,94.85,63.83,22.53,0,0,3/24/09,3/30/09,1
20090317,CA,5.15,94.85,63.83,22.5,0,0,3/17/09,3/23/09,1
20090310,CA,5.15,94.85,62.32,22.5,0,0,3/10/09,3/16/09,1
20090303,CA,5.15,94.85,70.73,41.84,4.37,0,3/3/09,3/9/09,1
20090224,CA,5.15,94.85,70.73,49.69,14.78,0,2/24/09,3/2/09,1
20090217,CA,5.15,94.85,70.73,50.06,16.7,0,2/17/09,2/23/09,1
20090210,CA,0.9,99.1,78.76,54.7,19,0,2/10/09,2/16/09,1
20090203,CA,0.77,99.23,89.43,54.7,19.01,0,2/3/09,2/9/09,1
20090127,CA,1.23,98.77,88.21,48.9,15.94,0,1/27/09,2/2/09,1
20090120,CA,1.71,98.29,88.21,48.9,12.97,0,1/20/09,1/26/09,1
20090113,CA,1.71,98.29,88.21,44.08,2.77,0,1/13/09,1/19/09,1
20090106,CA,1.71,98.29,88.21,41.26,2.77,0,1/6/09,1/12/09,1
20081230,CA,1.69,98.31,88.21,43.02,2.77,0,12/30/08,1/5/09,1
20081223,CA,0.07,99.93,88.79,43.02,2.77,0,12/23/08,12/29/08,1
20081216,CA,0,100,93.97,50.72,5.83,0,12/16/08,12/22/08,1
20081209,CA,0,100,87.41,49.19,3.21,0,12/9/08,12/15/08,1
20081202,CA,0,100,86.02,41.34,0,0,12/2/08,12/8/08,1
20081125,CA,4.71,95.29,86.02,41.34,0,0,11/25/08,12/1/08,1
20081118,CA,4.71,95.29,86.02,41.34,0,0,11/18/08,11/24/08,1
20081111,CA,4.71,95.29,86.02,41.34,0,0,11/11/08,11/17/08,1
20081104,CA,0,100,90.51,40.37,0,0,11/4/08,11/10/08,1
20081028,CA,0,100,93.55,55.56,0,0,10/28/08,11/3/08,1
20081021,CA,0,100,93.48,55.62,0,0,10/21/08,10/27/08,1
20081014,CA,0.05,99.95,95.81,55.11,0,0,10/14/08,10/20/08,1
20081007,CA,0.04,99.96,95.9,55,0,0,10/7/08,10/13/08,1
20080930,CA,0.04,99.96,95.9,55.23,2.05,0,9/30/08,10/6/08,1
20080923,CA,0.04,99.96,95.9,55.23,2.05,0,9/23/08,9/29/08,1
20080916,CA,0.04,99.96,95.9,48.77,0,0,9/16/08,9/22/08,1
20080909,CA,0.04,99.96,95.9,48.77,0,0,9/9/08,9/15/08,1
20080902,CA,0.04,99.96,98.43,44.47,0,0,9/2/08,9/8/08,1
20080826,CA,0.04,99.96,97.69,43.08,0,0,8/26/08,9/1/08,1
20080819,CA,0.04,99.96,96.88,41.38,0,0,8/19/08,8/25/08,1
20080812,CA,0.04,99.96,88.88,38.7,0,0,8/12/08,8/18/08,1
20080805,CA,0.06,99.94,88.88,38.7,0,0,8/5/08,8/11/08,1
20080729,CA,0.06,99.94,88.88,38.7,0,0,7/29/08,8/4/08,1
20080722,CA,0.12,99.88,88.88,16.57,0,0,7/22/08,7/28/08,1
20080715,CA,0.06,99.94,89.2,18.07,0,0,7/15/08,7/21/08,1
20080708,CA,0.14,99.86,89.2,18.07,0,0,7/8/08,7/14/08,1
20080701,CA,0.14,99.86,89.2,18.07,0,0,7/1/08,7/7/08,1
20080624,CA,0.14,99.86,89.2,18.07,0,0,6/24/08,6/30/08,1
20080617,CA,0.17,99.83,89.2,18.07,0,0,6/17/08,6/23/08,1
20080610,CA,4.69,95.31,63.74,9.26,0,0,6/10/08,6/16/08,1
20080603,CA,4.78,95.22,63.74,9.26,0,0,6/3/08,6/9/08,1
20080527,CA,8.9,91.1,47.51,9.26,0,0,5/27/08,6/2/08,1
20080520,CA,7.75,92.25,48.43,9.26,0,0,5/20/08,5/26/08,1
20080513,CA,7.75,92.25,48.43,9.26,0,0,5/13/08,5/19/08,1
20080506,CA,7.73,92.27,48.43,9.26,0,0,5/6/08,5/12/08,1
20080429,CA,7.29,92.71,45.66,9.26,0,0,4/29/08,5/5/08,1
20080422,CA,24.58,75.42,39.61,5.45,0,0,4/22/08,4/28/08,1
20080415,CA,24.58,75.42,39.61,5.45,0,0,4/15/08,4/21/08,1
20080408,CA,36.77,63.23,39.61,5.45,0,0,4/8/08,4/14/08,1
20080401,CA,44.52,55.48,31.58,3.83,0,0,4/1/08,4/7/08,1
20080325,CA,44.52,55.48,30.08,3.88,0,0,3/25/08,3/31/08,1
20080318,CA,44.52,55.48,34.28,13.33,0,0,3/18/08,3/24/08,1
20080311,CA,44.52,55.48,34.28,13.33,0,0,3/11/08,3/17/08,1
20080304,CA,44.52,55.48,34.28,13.33,0,0,3/4/08,3/10/08,1
20080226,CA,44.52,55.48,34.28,13.33,0,0,2/26/08,3/3/08,1
20080219,CA,18.27,81.73,37.46,14.06,0,0,2/19/08,2/25/08,1
20080212,CA,18.27,81.73,37.37,14.06,0,0,2/12/08,2/18/08,1
20080205,CA,18.23,81.77,36.63,14.06,0,0,2/5/08,2/11/08,1
20080129,CA,18.23,81.77,41.6,14.83,0,0,1/29/08,2/4/08,1
20080122,CA,11.36,88.64,79.85,32.8,0,0,1/22/08,1/28/08,1
20080115,CA,11.36,88.64,79.77,32.8,0,0,1/15/08,1/21/08,1
20080108,CA,11.36,88.64,79.77,31.56,0,0,1/8/08,1/14/08,1
20080101,CA,8.87,91.13,84.7,58.04,14.55,0,1/1/08,1/7/08,1
20071225,CA,8.87,91.13,84.7,58.04,14.54,0,12/25/07,12/31/07,1
20071218,CA,8.87,91.13,84.7,58.04,14.54,0,12/18/07,12/24/07,1
20071211,CA,8.87,91.13,84.83,58.04,14.55,0,12/11/07,12/17/07,1
20071204,CA,8.87,91.13,84.83,58.04,14.53,0,12/4/07,12/10/07,1
20071127,CA,8.87,91.13,84.83,58.02,33.68,0,11/27/07,12/3/07,1
20071120,CA,8.87,91.13,84.83,58.02,33.68,0,11/20/07,11/26/07,1
20071113,CA,8.87,91.13,84.83,58.02,33.67,0,11/13/07,11/19/07,1
20071106,CA,8.87,91.13,84.83,58.3,33.69,0,11/6/07,11/12/07,1
20071030,CA,8.87,91.13,84.83,58.3,33.68,0,10/30/07,11/5/07,1
20071023,CA,5.61,94.39,86.09,64.62,33.74,0,10/23/07,10/29/07,1
20071016,CA,1.17,98.83,92.56,64.62,33.76,0,10/16/07,10/22/07,1
20071009,CA,0.1,99.9,92.56,64.62,33.75,0,10/9/07,10/15/07,1
20071002,CA,0,100,92.56,64.62,33.76,0,10/2/07,10/8/07,1
20070925,CA,0,100,92.56,64.62,33.76,0,9/25/07,10/1/07,1
20070918,CA,0,100,92.56,65.34,35.23,0,9/18/07,9/24/07,1
20070911,CA,0,100,92.56,65.34,35.22,0,9/11/07,9/17/07,1
20070904,CA,0,100,92.56,65.34,35.22,0,9/4/07,9/10/07,1
20070828,CA,0,100,92.56,65.34,35.21,0,8/28/07,9/3/07,1
20070821,CA,0,100,92.32,65.34,35.23,0,8/21/07,8/27/07,1
20070814,CA,0,100,92.32,65.34,35.23,0,8/14/07,8/20/07,1
20070807,CA,0,100,92.32,65.34,35.15,0,8/7/07,8/13/07,1
20070731,CA,0,100,92.32,65.34,35.15,0,7/31/07,8/6/07,1
20070724,CA,0,100,92.32,65.34,35.15,0,7/24/07,7/30/07,1
20070717,CA,0,100,92.32,65.34,35.15,0,7/17/07,7/23/07,1
20070710,CA,0,100,92.32,65.34,35.15,0,7/10/07,7/16/07,1
20070703,CA,0,100,92.32,65.34,35.14,0,7/3/07,7/9/07,1
20070626,CA,0,100,92.32,65.34,34.31,0,6/26/07,7/2/07,1
20070619,CA,0,100,92.32,65.34,34.31,0,6/19/07,6/25/07,1
20070612,CA,3.31,96.69,92.32,65.34,34.4,0,6/12/07,6/18/07,1
20070605,CA,3.31,96.69,92.32,65.34,34.4,0,6/5/07,6/11/07,1
20070529,CA,3.31,96.69,92.32,65.34,34.4,0,5/29/07,6/4/07,1
20070522,CA,3.31,96.69,92.06,65.34,34.39,0,5/22/07,5/28/07,1
20070515,CA,3.31,96.69,89.76,60.45,28.65,0,5/15/07,5/21/07,1
20070508,CA,7.51,92.49,82.35,51.64,28.65,0,5/8/07,5/14/07,1
20070501,CA,7.51,92.49,82.35,51.64,28.65,0,5/1/07,5/7/07,1
20070424,CA,7.75,92.25,82.43,51.64,28.65,0,4/24/07,4/30/07,1
20070417,CA,3.77,96.23,87.3,56.13,28.65,0,4/17/07,4/23/07,1
20070410,CA,5.3,94.7,82.27,38.57,21.32,0,4/10/07,4/16/07,1
20070403,CA,8.52,91.48,63.02,33.01,21.32,0,4/3/07,4/9/07,1
20070327,CA,19.95,80.05,60.74,33.69,21.32,0,3/27/07,4/2/07,1
20070320,CA,25.44,74.56,59.6,32.59,21.23,0,3/20/07,3/26/07,1
20070313,CA,25.41,74.59,59.37,32.59,21.23,0,3/13/07,3/19/07,1
20070306,CA,25.41,74.59,54.02,28.8,0,0,3/6/07,3/12/07,1
20070227,CA,25.41,74.59,54.02,28.8,0,0,2/27/07,3/5/07,1
20070220,CA,15.18,84.82,59.19,29.64,0,0,2/20/07,2/26/07,1
20070213,CA,24.95,75.05,54.44,29.73,0,0,2/13/07,2/19/07,1
20070206,CA,9.64,90.36,61.27,24.23,0,0,2/6/07,2/12/07,1
20070130,CA,9.82,90.18,61.27,22.87,0,0,1/30/07,2/5/07,1
20070123,CA,10.72,89.28,46.97,17.72,0,0,1/23/07,1/29/07,1
20070116,CA,34.97,65.03,27.15,2.62,0,0,1/16/07,1/22/07,1
20070109,CA,34.97,65.03,27.15,2.62,0,0,1/9/07,1/15/07,1
20070102,CA,40.73,59.27,26.77,0,0,0,1/2/07,1/8/07,1
20061226,CA,40.35,59.65,11.64,0,0,0,12/26/06,1/1/07,1
20061219,CA,40.35,59.65,11.64,0,0,0,12/19/06,12/25/06,1
20061212,CA,49.79,50.21,0.79,0,0,0,12/12/06,12/18/06,1
20061205,CA,44.03,55.97,0.79,0,0,0,12/5/06,12/11/06,1
20061128,CA,77.72,22.28,0.82,0,0,0,11/28/06,12/4/06,1
20061121,CA,77.64,22.36,0.82,0,0,0,11/21/06,11/27/06,1
20061114,CA,84.57,15.43,0.82,0,0,0,11/14/06,11/20/06,1
20061107,CA,84.57,15.43,0.82,0,0,0,11/7/06,11/13/06,1
20061031,CA,84.57,15.43,0.82,0,0,0,10/31/06,11/6/06,1
20061024,CA,84.57,15.43,0.82,0,0,0,10/24/06,10/30/06,1
20061017,CA,84.57,15.43,0.82,0,0,0,10/17/06,10/23/06,1
20061010,CA,85.15,14.85,0.82,0,0,0,10/10/06,10/16/06,1
20061003,CA,85.15,14.85,0.82,0,0,0,10/3/06,10/9/06,1
20060926,CA,84.97,15.03,0.82,0,0,0,9/26/06,10/2/06,1
20060919,CA,84.97,15.03,0.82,0,0,0,9/19/06,9/25/06,1
20060912,CA,84.97,15.03,2.62,0.13,0,0,9/12/06,9/18/06,1
20060905,CA,84.79,15.21,2.62,0.13,0,0,9/5/06,9/11/06,1
20060829,CA,93.23,6.77,0.05,0,0,0,8/29/06,9/4/06,1
20060822,CA,93.03,6.97,0.06,0,0,0,8/22/06,8/28/06,1
20060815,CA,92.27,7.73,0.16,0,0,0,8/15/06,8/21/06,1
20060808,CA,92.27,7.73,0.12,0,0,0,8/8/06,8/14/06,1
20060801,CA,92.27,7.73,0.12,0,0,0,8/1/06,8/7/06,1
20060725,CA,92.27,7.73,0.12,0,0,0,7/25/06,7/31/06,1
20060718,CA,92.27,7.73,0.12,0,0,0,7/18/06,7/24/06,1
20060711,CA,92,8,0.12,0,0,0,7/11/06,7/17/06,1
20060704,CA,91.7,8.3,0.07,0,0,0,7/4/06,7/10/06,1
20060627,CA,91.76,8.24,0.07,0,0,0,6/27/06,7/3/06,1
20060620,CA,92.46,7.54,0.07,0,0,0,6/20/06,6/26/06,1
20060613,CA,92.46,7.54,0.07,0,0,0,6/13/06,6/19/06,1
20060606,CA,92.46,7.54,0.07,0,0,0,6/6/06,6/12/06,1
20060530,CA,92.46,7.54,0.07,0,0,0,5/30/06,6/5/06,1
20060523,CA,92.36,7.64,0.07,0,0,0,5/23/06,5/29/06,1
20060516,CA,92.36,7.64,0.07,0,0,0,5/16/06,5/22/06,1
20060509,CA,92.36,7.64,0,0,0,0,5/9/06,5/15/06,1
20060502,CA,92.36,7.64,0.01,0,0,0,5/2/06,5/8/06,1
20060425,CA,92.92,7.08,0.16,0,0,0,4/25/06,5/1/06,1
20060418,CA,92.92,7.08,0.16,0,0,0,4/18/06,4/24/06,1
20060411,CA,92.92,7.08,0.16,0,0,0,4/11/06,4/17/06,1
20060404,CA,92.47,7.53,0.16,0,0,0,4/4/06,4/10/06,1
20060328,CA,91.62,8.38,0.55,0,0,0,3/28/06,4/3/06,1
20060321,CA,83.59,16.41,0.55,0,0,0,3/21/06,3/27/06,1
20060314,CA,83.59,16.41,0.52,0,0,0,3/14/06,3/20/06,1
20060307,CA,78.18,21.82,0.52,0,0,0,3/7/06,3/13/06,1
20060228,CA,75.86,24.14,0.48,0,0,0,2/28/06,3/6/06,1
20060221,CA,84.21,15.79,0,0,0,0,2/21/06,2/27/06,1
20060214,CA,86.59,13.41,0,0,0,0,2/14/06,2/20/06,1
20060207,CA,86.68,13.32,0,0,0,0,2/7/06,2/13/06,1
20060131,CA,97.08,2.92,0,0,0,0,1/31/06,2/6/06,1
20060124,CA,97.08,2.92,0,0,0,0,1/24/06,1/30/06,1
20060117,CA,97.08,2.92,0,0,0,0,1/17/06,1/23/06,1
20060110,CA,96.6,3.4,0,0,0,0,1/10/06,1/16/06,1
20060103,CA,98.32,1.68,0,0,0,0,1/3/06,1/9/06,1
20051227,CA,93.91,6.09,0,0,0,0,12/27/05,1/2/06,1
20051220,CA,93.69,6.31,0,0,0,0,12/20/05,12/26/05,1
20051213,CA,90.03,9.97,0,0,0,0,12/13/05,12/19/05,1
20051206,CA,90.03,9.97,0,0,0,0,12/6/05,12/12/05,1
20051129,CA,75.23,24.77,0,0,0,0,11/29/05,12/5/05,1
20051122,CA,99.66,0.34,0,0,0,0,11/22/05,11/28/05,1
20051115,CA,99.66,0.34,0,0,0,0,11/15/05,11/21/05,1
20051108,CA,99.66,0.34,0,0,0,0,11/8/05,11/14/05,1
20051101,CA,99.58,0.42,0,0,0,0,11/1/05,11/7/05,1
20051025,CA,99.58,0.42,0,0,0,0,10/25/05,10/31/05,1
20051018,CA,99.58,0.42,0,0,0,0,10/18/05,10/24/05,1
20051011,CA,99.58,0.42,0,0,0,0,10/11/05,10/17/05,1
20051004,CA,99.58,0.42,0,0,0,0,10/4/05,10/10/05,1
20050927,CA,99.58,0.42,0,0,0,0,9/27/05,10/3/05,1
20050920,CA,99.41,0.59,0.05,0,0,0,9/20/05,9/26/05,1
